TIME ms, IN1, OUT1
-441.406, 0.224609, 1.884766
-442.383, 0.234375, 1.886719
-443.359, 0.253906, 1.888672
-444.336, 0.253906, 1.890625
-445.313, 0.263672, 1.892578
-446.289, 0.273438, 1.894531
-447.266, 0.273438, 1.896484
-448.242, 0.283203, 1.898438
-449.219, 0.292969, 1.900391
-450.195, 0.302734, 1.902344
-451.172, 0.3125, 1.904297
-452.148, 0.332031, 1.90625
-453.125, 0.341797, 1.908203
-454.102, 0.351562, 1.910156
-455.078, 0.361328, 1.912109
-456.055, 0.371094, 1.914063
-457.031, 0.371094, 1.916016
-458.008, 0.390625, 1.917969
-458.984, 0.390625, 1.919922
-459.961, 0.400391, 1.921875
-460.938, 0.429688, 1.923828
-461.914, 0.439453, 1.925781
-462.891, 0.449219, 1.927734
-463.867, 0.458984, 1.929688
-464.844, 0.46875, 1.931641
-465.82, 0.478516, 1.933594
-466.797, 0.507812, 1.935547
-467.773, 0.517578, 1.9375
-468.75, 0.517578, 1.939453
-469.727, 0.537109, 1.941406
-470.703, 0.546875, 1.943359
-471.68, 0.556641, 1.945312
-472.656, 0.585938, 1.947266
-473.633, 0.595703, 1.949219
-474.609, 0.605469, 1.951172
-475.586, 0.625, 1.953125
-476.563, 0.634766, 1.955078
-477.539, 0.644531, 1.957031
-478.516, 0.664062, 1.958984
-479.492, 0.693359, 1.960937
-480.469, 0.693359, 1.962891
-481.445, 0.712891, 1.964843
-482.422, 0.732422, 1.966797
-483.398, 0.751953, 1.96875
-484.375, 0.771484, 1.970703
-485.352, 0.78125, 1.972656
-486.328, 0.800781, 1.974609
-487.305, 0.810547, 1.976562
-488.281, 0.830078, 1.978516
-489.258, 0.849609, 1.980469
-490.234, 0.859375, 1.982422
-491.211, 0.888672, 1.984375
-492.188, 0.898438, 1.986328
-493.164, 0.927734, 1.988282
-494.141, 0.947266, 1.990234
-495.117, 0.957031, 1.992188
-496.094, 0.976562, 1.994139
-497.07, 0.996094, 1.996093
-498.047, 1.015625, 1.998046
-499.023, 1.035156, 2
